Project_name,Bee Unique ID,Date_comb,Date_reformat,Locality_reformat,Latitude ,Longitude,Site_Grouping,Ecoregion,Elevation_ft,County,Collector,Time_Collected,Floral association (field ID),Verified Bee species ID,sex/caste,Final Species ID determiner,Specimen pinned?
calibombus,Cali00602,3-Jun-19,3-Jun-19,Oakhurst,37.36641,-119.63098,OA,SN,2864,Madera Co.,E Sarro,,"Vicia, lupinus nanus, Collinsia heterophylla",vosnesenskii,worker,,N
calibombus,Cali00603,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00604,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00605,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00606,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00607,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00608,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vandykei,worker,B Lewis-Smith,Y
calibombus,Cali00609,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,NA - Osmia?,,,N
calibombus,Cali00610,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vandykei,worker,KWatrous,Y
calibombus,Cali00611,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00612,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00613,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00614,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00615,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00616,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00617,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00618,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00619,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00620,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00621,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00622,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00623,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00624,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00625,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00626,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00627,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,NA - Xylocopa,,,Y
calibombus,Cali00628,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vandykei,worker,KWatrous,Y
calibombus,Cali00629,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00630,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00631,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00632,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,NA - robber fly,,,Y
calibombus,Cali00633,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00634,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00635,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00636,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,rufocinctus,worker,KWatrous,Y
calibombus,Cali00637,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00638,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00639,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,NA - Anthophorid,,,Y
calibombus,Cali00640,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00641,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00642,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00643,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00644,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vandykei,worker,KWatrous,Y
calibombus,Cali00645,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00646,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,worker,KWatrous,Y
calibombus,Cali00647,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00648,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,male,,N
calibombus,Cali00649,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00650,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00651,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00652,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,male,,N
calibombus,Cali00653,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00654,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00655,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00656,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00657,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00658,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,male,,N
calibombus,Cali00659,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,male,,N
calibombus,Cali00660,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,worker,KWatrous,Y
calibombus,Cali00661,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00662,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00663,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,melanopygus,male,KWatrous,Y
calibombus,Cali00664,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00665,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00666,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00667,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00668,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00669,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00670,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00671,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00672,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00673,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00674,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00675,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00676,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00677,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00678,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00679,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00680,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00681,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00682,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00683,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00684,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00685,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00686,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vandykei,worker,KWatrous,Y
calibombus,Cali00687,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00688,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00689,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00690,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00691,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00692,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00693,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00694,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00695,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vandykei,worker,KWatrous,Y
calibombus,Cali00696,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00697,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00698,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,NA - Xylocopa,male,,Y
calibombus,Cali00699,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,KWatrous,N
calibombus,Cali00700,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,NA - Anthophorid?,,,Y
calibombus,Cali00701,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,NA - Anthophorid?,,,Y
calibombus,Cali00702,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00703,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00704,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00705,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00706,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00707,8-Jun-19,8-Jun-19,N Fork Transfer Stn,37.236105,-119.504167,NF,SN,2805,Madera Co.,E Sarro,,,vosnesenskii,worker,,N
calibombus,Cali00708,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00709,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",melanopygus,worker,KWatrous,Y
calibombus,Cali00710,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00711,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00712,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00713,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00714,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00715,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00716,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00717,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00718,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00719,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",melanopygus,worker,KWatrous,Y
calibombus,Cali00720,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00721,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",melanopygus,worker,KWatrous,Y
calibombus,Cali00722,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00723,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00724,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00725,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00726,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00727,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",melanopygus,worker,B Lewis-Smith,Y
calibombus,Cali00728,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00729,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",rufocinctus,worker,KWatrous,Y
calibombus,Cali00730,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00731,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00732,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00733,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",rufocinctus,queen,KWatrous,Y
calibombus,Cali00734,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",NA - nonBombus,,,Y
calibombus,Cali00735,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00736,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",melanopygus,male,KWatrous,Y
calibombus,Cali00737,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00738,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00739,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00740,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00741,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00742,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00743,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00744,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00745,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00746,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",melanopygus,worker,KWatrous,Y
calibombus,Cali00747,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00748,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,male,,N
calibombus,Cali00749,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
calibombus,Cali00750,10-Jun-19,10-Jun-19,Wawona,37.53938,-119.65822,WA,SN,3973,Mariposa Co.,E Sarro,,"Lupine, Trifolium, or Acmispon",vosnesenskii,worker,,N
